Wall time,Step,Value
1735069627.9904087,60000,0.017069561406970024
1735069647.2999983,120000,0.004510259721428156
1735069666.5244462,180000,-0.005452187731862068
1735069686.102615,240000,-0.00141512556001544
1735069705.5193121,300000,-0.0020152886863797903
1735069725.0988207,360000,0.0220070518553257
1735069744.2823675,420000,0.020217418670654297
1735069763.9072196,480000,0.02938111685216427
1735069783.691329,540000,0.011830965988337994
1735069802.929271,600000,0.016901159659028053
1735069822.4952602,660000,-0.001829894375987351
1735069841.8328035,720000,0.01546996459364891
1735069861.446274,780000,0.014013576321303844
1735069880.854631,840000,0.029687881469726562
1735069900.231487,900000,0.02406783029437065
1735069919.6046987,960000,0.04446007311344147
1735069938.8682485,1020000,0.0282512828707695
1735069958.1733308,1080000,0.02574555017054081
1735069977.6499515,1140000,0.00946664810180664
1735069997.062561,1200000,0.056957658380270004
1735070016.6502414,1260000,0.01214481983333826
1735070035.8535314,1320000,0.019444307312369347
1735070055.4358416,1380000,0.030434194952249527
1735070074.645727,1440000,0.018681876361370087
1735070094.3505476,1500000,0.041412353515625
1735070113.7791758,1560000,0.0015479405410587788
1735070133.1552417,1620000,0.040652498602867126
1735070152.5286436,1680000,0.029765192419290543
1735070171.7442474,1740000,0.053800806403160095
1735070191.606347,1800000,0.01965678483247757
1735070210.9365304,1860000,0.006196705624461174
1735070230.503862,1920000,0.06901359558105469
1735070249.7238345,1980000,0.05352074280381203
1735070269.242419,2040000,0.015670379623770714
1735070288.4552467,2100000,0.0074208579026162624
1735070308.0784283,2160000,0.017791016027331352
1735070327.4969282,2220000,0.04010864719748497
1735070346.838586,2280000,0.02801518514752388
1735070366.2679105,2340000,0.03724636882543564
1735070385.7865345,2400000,0.1265910565853119
1735070405.2573361,2460000,0.04894164577126503
1735070424.8443818,2520000,0.04239964485168457
1735070444.2477093,2580000,0.03939352184534073
1735070463.8391602,2640000,0.05152031406760216
1735070483.214838,2700000,0.034826915711164474
1735070502.8369553,2760000,0.09862271696329117
1735070522.256511,2820000,0.12430381774902344
1735070541.8519902,2880000,0.08131799846887589
1735070561.1714232,2940000,0.035826556384563446
1735070580.8440406,3000000,0.23053281009197235
1735070600.4220114,3060000,-0.01432789210230112
1735070620.0014763,3120000,0.14332278072834015
1735070639.5703292,3180000,0.1067904606461525
1735070661.9863448,3240270,0.23131205141544342
1735070681.551851,3300270,0.2533815801143646
1735070705.127659,3360646,0.005831017158925533
1735070724.5128586,3420646,-0.006497812457382679
1735070744.332734,3480646,0.10283214598894119
1735070763.9164047,3540646,0.14448140561580658
1735070783.692481,3600646,0.3873170018196106
1735070803.537554,3660646,0.029889583587646484
1735070823.1382802,3720646,-0.008771037682890892
1735070842.4980595,3780646,-0.019323889166116714
1735070865.544896,3840978,0.29909154772758484
1735070884.9706798,3900978,0.12070751190185547
1735070907.7020397,3961264,0.12045638263225555
1735070927.3075533,4021264,-0.01887313462793827
1735070947.1121166,4081544,0.1744944304227829
1735070966.8761299,4141544,0.5424758195877075
1735070988.0509212,4202555,0.5267147421836853
1735071008.8818777,4263425,0.3793426752090454
1735071028.7065725,4323584,0.47911131381988525
1735071048.322645,4383584,0.7271384596824646
1735071072.2819576,4443981,0.33613523840904236
1735071092.0375128,4503981,0.3891738951206207
1735071111.8593411,4564206,0.3475675880908966
1735071131.617174,4624206,0.4337920546531677
1735071151.4304361,4684206,0.32476508617401123
1735071171.1830156,4744206,0.4925248622894287
1735071191.767832,4805069,1.105025053024292
1735071211.6481915,4865069,1.2607324123382568
1735071231.3913145,4925326,0.7812187671661377
1735071251.39617,4986111,1.6023616790771484
1735071271.228262,5047030,1.525168776512146
1735071291.3578615,5107190,1.7587119340896606
1735071311.2175767,5167453,2.0416901111602783
1735071332.029926,5227905,1.129931092262268
1735071353.5883148,5288377,1.5135380029678345
1735071375.929053,5348789,2.1239662170410156
1735071397.8913934,5409510,2.850313425064087
1735071417.699489,5469660,2.302182674407959
1735071438.369154,5530586,2.384697914123535
1735071458.3903506,5591026,3.078188180923462
1735071479.5125988,5651713,2.5597033500671387
1735071499.6821723,5711758,2.427138090133667
1735071519.9338393,5773073,2.284865140914917
1735071540.8921745,5833781,3.4196252822875977
1735071561.2505872,5894550,2.6557657718658447
1735071581.2662663,5955431,3.955751895904541
1735071603.413253,6017154,3.253865957260132
1735071623.7143602,6077798,2.2678706645965576
1735071643.6473541,6138870,3.995110273361206
1735071663.7159839,6199362,3.967372179031372
1735071683.7725143,6260788,3.1522083282470703
1735071703.7674577,6321638,3.2034363746643066
1735071723.660043,6381766,2.434133291244507
1735071743.4149952,6442937,3.2377312183380127
1735071763.4432726,6503580,2.842249870300293
1735071784.4450974,6564562,3.658891439437866
1735071804.3122425,6625445,2.656435966491699
1735071824.2018497,6685736,2.442251443862915
1735071844.189826,6746656,3.263045072555542
1735071864.1037688,6807765,2.393721103668213
1735071884.0512578,6869079,3.4153761863708496
1735071903.8534367,6929910,2.7159855365753174
1735071923.7335815,6990191,2.5447182655334473
1735071943.773466,7051066,4.855976104736328
1735071963.609476,7111626,4.1701436042785645
1735071983.5788765,7172679,4.561497211456299
1735072003.7486825,7233930,2.5633559226989746
1735072024.1689956,7294873,4.096887111663818
1735072043.9082751,7355144,4.134697437286377
1735072064.1056838,7415787,4.5606465339660645
1735072084.12909,7476516,5.5753374099731445
1735072104.6759248,7537298,4.334071159362793
1735072124.508398,7597632,4.128275394439697
1735072144.8959897,7658754,5.305373191833496
1735072165.3099213,7719710,6.646326541900635
1735072185.330224,7779986,5.480062961578369
1735072205.7977912,7840740,6.30230188369751
1735072225.8546114,7901205,5.597873687744141
1735072246.2701805,7961674,4.227406024932861
1735072267.2778943,8022846,6.722332954406738
1735072287.1168547,8083301,5.952582359313965
1735072307.620063,8144294,7.191313743591309
1735072328.4400256,8206243,9.502135276794434
1735072348.8191936,8266622,6.448269844055176
1735072368.9875948,8327302,7.917481899261475
1735072388.884547,8387936,7.715893745422363
1735072409.3222375,8449059,6.725791931152344
1735072429.2375882,8509359,7.774889945983887
1735072449.5515673,8569916,9.455779075622559
1735072469.9482186,8631092,7.365566730499268
1735072490.4590898,8691915,5.026233196258545
1735072511.046214,8752211,5.1601080894470215
1735072532.109101,8813681,8.74423885345459
1735072552.4306567,8874553,11.024558067321777
1735072572.9702082,8935447,6.304384708404541
1735072593.98428,8996401,8.02196979522705
1735072614.2881472,9057648,8.35811710357666
1735072634.53267,9118779,7.525419235229492
1735072654.6599448,9179959,8.331669807434082
1735072674.6725893,9240931,10.537740707397461
1735072694.5322099,9301618,8.644659996032715
1735072715.0123446,9362571,7.542333602905273
1735072735.8894627,9424216,7.728823661804199
1735072756.077429,9484890,6.764142990112305
1735072777.4202409,9546579,8.113205909729004
1735072797.2471144,9607068,6.050483703613281
1735072817.8382576,9668069,7.55494499206543
1735072837.8661804,9728992,7.808987140655518
1735072858.1086795,9790160,10.537165641784668
1735072878.0650282,9850432,8.138976097106934
1735072898.476141,9911449,9.46001148223877
1735072918.8763247,9972219,7.308693885803223
1735072939.2284975,10032542,11.186406135559082
1735072959.6514552,10093744,8.157543182373047
1735072979.8196347,10154965,8.284025192260742
1735072999.967236,10216051,7.0891008377075195
