Wall time,Step,Value
1734807799.8249204,60000,0.9025306701660156
1734807822.1338463,120000,0.41019439697265625
1734807844.42869,180000,0.7561111450195312
1734807867.047444,240000,0.3463592529296875
1734807889.5913122,300000,0.4375457763671875
1734807912.0643268,360000,0.2082672119140625
1734807934.544386,420000,0.3633995056152344
1734807957.1463163,480000,0.6001911163330078
1734807979.509996,540000,0.32494354248046875
1734808002.0010161,600000,0.38177490234375
1734808024.6083374,660000,0.3208770751953125
1734808047.0494065,720000,0.565826416015625
1734808069.54436,780000,0.5593414306640625
1734808091.8186269,840000,0.7459869384765625
1734808114.3683765,900000,0.58868408203125
1734808136.7356257,960000,0.49452972412109375
1734808159.2032185,1020000,0.4412078857421875
1734808181.594655,1080000,2.109588623046875
1734808204.1208096,1140000,0.15097808837890625
1734808226.717019,1200000,0.8259429931640625
1734808249.3042023,1260000,0.2348175048828125
1734808271.6862447,1320000,0.4766998291015625
1734808294.3157992,1380000,0.7325286865234375
1734808316.9214826,1440000,1.99560546875
1734808340.2379193,1500000,0.8420562744140625
1734808363.0498688,1560000,0.7804450988769531
1734808385.4470983,1620000,0.6435089111328125
1734808408.2146635,1680000,0.28443145751953125
1734808430.815399,1740000,0.22017288208007812
1734808453.2449932,1800000,0.38210105895996094
1734808475.5797355,1860000,0.913482666015625
1734808498.1858203,1920000,0.7089385986328125
1734808520.3781989,1980000,1.0468826293945312
1734808542.9592314,2040000,1.80914306640625
1734808565.3189702,2100000,1.2816925048828125
1734808587.7814336,2160000,0.9630279541015625
1734808610.5562623,2220000,3.0707664489746094
1734808633.0189378,2280000,0.3077850341796875
1734808655.569935,2340000,0.9001007080078125
1734808677.9546273,2400000,0.8242416381835938
1734808700.6069238,2460000,1.376739501953125
1734808723.0008512,2520000,1.0949630737304688
1734808745.7509732,2580000,0.9093475341796875
1734808768.2997248,2640000,0.6303863525390625
1734808790.9644036,2700000,1.6926498413085938
1734808813.503233,2760000,0.8197784423828125
1734808836.0723777,2820000,0.74560546875
1734808858.4368753,2880000,3.191570281982422
1734808881.1259537,2940000,1.3890609741210938
1734808904.141061,3000000,1.4800186157226562
1734808926.6339352,3060000,1.7754898071289062
1734808949.465806,3120000,1.5080413818359375
1734808972.2768257,3180000,0.9417495727539062
1734808995.156942,3240000,2.566131591796875
1734809017.8837173,3300000,1.8346176147460938
1734809040.619365,3360000,2.7943687438964844
1734809063.2047853,3420000,3.6840553283691406
1734809086.24409,3480000,6.291473388671875
1734809109.0044544,3540000,1.03955078125
1734809131.9742198,3600000,22.734420776367188
1734809154.8212442,3660000,2.8916015625
1734809177.6492712,3720000,11.010551452636719
1734809200.5940728,3780000,21.13946533203125
1734809223.3595614,3840000,9.029777526855469
1734809246.3079047,3900000,16.63608169555664
1734809269.0699263,3960000,2.3539505004882812
1734809291.7497087,4020000,3.2102737426757812
1734809314.5852165,4080000,12.540672302246094
1734809337.6862605,4140000,2.8916015625
1734809361.1900375,4200000,2.1307907104492188
1734809383.9953704,4260000,16.718292236328125
1734809407.8421848,4320108,3.6831130981445312
1734809430.717852,4380108,4.17822265625
1734809453.40251,4440108,18.98651123046875
1734809476.195157,4500108,13.356185913085938
1734809498.7917495,4560108,21.755615234375
1734809521.6778495,4620108,18.010698318481445
1734809544.7128525,4680108,29.01177215576172
1734809567.713271,4740108,13.781192779541016
1734809593.096622,4800463,14.518936157226562
1734809615.8234255,4860463,43.90827941894531
1734809638.6213868,4920463,19.742591857910156
1734809661.3679054,4980463,24.04885482788086
1734809689.4460876,5040893,21.718948364257812
1734809712.0070117,5100893,21.20154571533203
1734809735.2080226,5161380,26.185073852539062
1734809758.1579661,5221380,29.56869888305664
1734809781.108476,5281380,26.339237213134766
1734809803.7348237,5341380,22.470748901367188
1734809826.7490811,5401380,37.00423812866211
1734809849.4837642,5461380,20.815326690673828
1734809872.2109127,5521380,27.301605224609375
1734809895.1288102,5581706,29.564395904541016
1734809918.1348438,5641706,32.386871337890625
1734809940.8736749,5701706,36.38958740234375
1734809963.840193,5761706,22.97547149658203
1734809986.7099216,5821706,31.571468353271484
1734810009.646048,5881706,25.074142456054688
1734810032.4713118,5941706,24.811279296875
1734810055.35295,6001706,26.253387451171875
1734810082.5050838,6062085,36.90959548950195
1734810105.448944,6122607,32.75018310546875
1734810128.2522156,6182607,26.00213623046875
1734810151.157165,6242607,31.30554962158203
1734810174.4580817,6302607,31.329559326171875
1734810197.5445101,6362607,23.941482543945312
1734810221.9763155,6423024,27.424392700195312
1734810244.9573007,6483024,20.92864227294922
1734810267.8616395,6543024,31.074199676513672
1734810291.0373788,6603024,32.87043762207031
1734810319.3983464,6663493,25.21499252319336
1734810345.4720042,6723950,31.185649871826172
1734810368.210426,6784135,32.580078125
1734810394.0519376,6844977,34.0589599609375
1734810419.1770766,6905791,37.729278564453125
1734810442.2280567,6965791,32.792938232421875
1734810465.2119598,7025791,41.386878967285156
1734810488.1967318,7085791,33.923439025878906
1734810511.1899042,7146266,39.985984802246094
1734810534.0521495,7206517,37.700889587402344
1734810557.1794107,7266879,37.84840393066406
1734810580.5786164,7327263,37.30805969238281
1734810603.6886134,7387451,42.95845413208008
1734810626.5110219,7447947,36.00384521484375
1734810649.4972608,7507947,44.073585510253906
1734810672.5499167,7568123,40.7115478515625
1734810695.5304737,7628683,38.89468765258789
1734810718.691293,7689135,47.459815979003906
1734810741.8982768,7749765,46.73664093017578
1734810765.0194974,7810058,40.31831359863281
1734810787.9386296,7870353,43.60990905761719
1734810811.0685623,7930751,45.156070709228516
1734810834.1752088,7991230,43.638160705566406
1734810857.2382998,8051676,43.106651306152344
1734810880.8989599,8111752,55.992706298828125
1734810904.2645552,8172702,44.54296875
1734810928.6705222,8233831,53.736175537109375
1734810951.816629,8294220,44.8108024597168
1734810974.6594148,8354649,53.99690246582031
1734810997.8820727,8414649,49.32234191894531
1734811020.806908,8474851,50.3934326171875
1734811043.9570038,8535331,48.778404235839844
1734811067.2048852,8595587,51.509300231933594
1734811090.3897827,8656716,54.86259078979492
1734811113.7825592,8717054,51.946044921875
1734811137.5246272,8777753,60.23188781738281
1734811160.7484357,8837753,63.070640563964844
1734811183.7267656,8898128,55.09148406982422
1734811206.8931258,8958790,63.0136604309082
1734811229.9370813,9019375,57.962745666503906
1734811253.0875247,9079602,59.30867004394531
1734811276.1438417,9140329,60.476036071777344
1734811299.254776,9201056,67.18018341064453
1734811322.2779148,9261560,54.13942337036133
1734811345.7541456,9322415,59.557586669921875
1734811369.1921933,9382736,61.993690490722656
1734811392.0587745,9443583,48.429473876953125
1734811415.0930078,9503878,54.230369567871094
1734811438.314608,9563878,62.83528137207031
1734811462.2169752,9624364,52.829734802246094
1734811485.484871,9685637,55.33644104003906
1734811509.507376,9746747,64.79195404052734
1734811532.59863,9807417,65.84818267822266
1734811555.6786652,9867821,62.00738525390625
1734811578.8788724,9928719,52.883460998535156
1734811601.8333647,9989819,60.61994934082031
1734811625.2900963,10051072,58.691978454589844
1734811649.0865462,10111522,63.612205505371094
